cache_key,label_name,confidence,prob_negative,prob_neutral,prob_positive
56907be0a0976c7f,negative,0.9932,0.9932,0.0044,0.0024
c30cec31127b2f16,positive,0.9873,0.0069,0.0057,0.9873
7300d61886bbd695,positive,0.9926,0.0035,0.0039,0.9926
1af571c456abf1c7,positive,0.9905,0.0055,0.004,0.9905
31ee587487f69b33,positive,0.9924,0.0047,0.0029,0.9924
705e738f9af4d902,positive,0.9925,0.0045,0.003,0.9925
a0f12a31a10325ac,negative,0.9944,0.9944,0.0038,0.0018
8da3ac2e5c54b287,positive,0.9932,0.0037,0.0031,0.9932
782ef31849e70172,positive,0.9911,0.0044,0.0045,0.9911
af3760437d203d29,positive,0.9885,0.0069,0.0047,0.9885
094503420894a7f2,positive,0.9927,0.004,0.0033,0.9927
f7478884e0047292,negative,0.9936,0.9936,0.0042,0.0022
fbbc7396270d28ff,positive,0.9905,0.0042,0.0053,0.9905
0cb2d5d2c29e27c6,negative,0.9945,0.9945,0.0037,0.0018
b2b7d4076b7d737a,positive,0.9923,0.0043,0.0034,0.9923
aca11fe0bbf19526,negative,0.9894,0.9894,0.007,0.0036
fcc6c5b9ada778c7,negative,0.9872,0.9872,0.0063,0.0064
74406205ffaefbbb,negative,0.9938,0.9938,0.0032,0.003
19175fdd7a24cf23,negative,0.9939,0.9939,0.0042,0.0019
6aeee7a853e56a16,positive,0.9925,0.0044,0.0031,0.9925
48a2cc3ab4e8af62,negative,0.9939,0.9939,0.0039,0.0021
db2ae02be539756d,positive,0.9916,0.0054,0.003,0.9916
2b7e89e340bb5c90,negative,0.9901,0.9901,0.0073,0.0026
bb5c1889c36ba473,positive,0.9871,0.0036,0.0093,0.9871
81ad7ca3fca822de,negative,0.9936,0.9936,0.0034,0.003
3fb693af9cae37a8,negative,0.9935,0.9935,0.0043,0.0022
b7693318480824f0,negative,0.991,0.991,0.0064,0.0026
8efaa8574fd008be,negative,0.9939,0.9939,0.0039,0.0022
abf6b3feccb2c637,positive,0.9926,0.0033,0.0042,0.9926
63e187868c967d6e,positive,0.991,0.004,0.0051,0.991
760bed18fbe9987b,negative,0.9927,0.9927,0.0044,0.0028
6c9b6d9f18a9ec07,positive,0.9925,0.0045,0.003,0.9925
ddfef1a9725bacea,positive,0.9893,0.0042,0.0065,0.9893
ea425d4f12e4cbbd,positive,0.9904,0.0052,0.0044,0.9904
9c41e01e57b3b46f,positive,0.988,0.0033,0.0088,0.988
736a8523cbc0492d,positive,0.9799,0.0034,0.0167,0.9799
e035d6f8a4f197c4,negative,0.9927,0.9927,0.0042,0.0031
ee49c96fae5f2caf,positive,0.9903,0.0038,0.0059,0.9903
285f1f08209ce8d8,negative,0.9931,0.9931,0.0044,0.0024
5151b531e84b578f,negative,0.9935,0.9935,0.0034,0.0031
3071e9b038f10f49,positive,0.9913,0.0036,0.005,0.9913
e9184203bf4fbe9c,negative,0.9878,0.9878,0.0078,0.0044
58d9f4eae616e7b1,positive,0.993,0.0039,0.0031,0.993
5a79a7961a5f801a,negative,0.9935,0.9935,0.0034,0.0031
4d278fe5b0ca0686,negative,0.9861,0.9861,0.0088,0.005
cf16cac1ea924484,positive,0.9831,0.0092,0.0077,0.9831
d1c4838acaaefa8e,positive,0.9928,0.0041,0.0031,0.9928
3e2b0a98911911b4,positive,0.9911,0.0046,0.0043,0.9911
779e36d8636af576,neutral,0.9901,0.0037,0.9901,0.0062
377db3fecce2bf78,neutral,0.9895,0.0039,0.9895,0.0065
6601cfe1125525fd,neutral,0.9888,0.0046,0.9888,0.0066
8f3020b92d6d2f61,neutral,0.9796,0.0017,0.9796,0.0187
3fcb5c9041e34816,neutral,0.9757,0.002,0.9757,0.0223
4e1aad4fef0d45bd,neutral,0.9907,0.0032,0.9907,0.0061
98608804f0acd59a,neutral,0.9836,0.0068,0.9836,0.0096
37ed0e9994480c85,neutral,0.9901,0.0055,0.9901,0.0044
c478bf8f5437bbe0,neutral,0.9909,0.0047,0.9909,0.0044
a16da44fd7e0393d,neutral,0.9777,0.0115,0.9777,0.0108
11c2e3eebf26ca44,neutral,0.9722,0.0167,0.9722,0.0111
ad26b05a940e2d7e,neutral,0.9861,0.0046,0.9861,0.0093
90b64ce0d0225440,neutral,0.9809,0.0078,0.9809,0.0113
5dc1b1fd4784012c,neutral,0.9672,0.0216,0.9672,0.0111
d96157e415b63e26,neutral,0.9904,0.0027,0.9904,0.0069
c049382d0b41f60b,neutral,0.9882,0.0036,0.9882,0.0082
d90098b0127c9f61,neutral,0.9943,0.0016,0.9943,0.0041
f8e7a2f48cb52d2a,neutral,0.9941,0.0015,0.9941,0.0044
df5f1539491305d2,neutral,0.9853,0.0075,0.9853,0.0072
0f4a79a16edab1a3,neutral,0.9824,0.0098,0.9824,0.0078
3b925d871a357d1c,neutral,0.98,0.0126,0.98,0.0074
29a364886004a78d,neutral,0.9842,0.0091,0.9842,0.0067
68f456ca97ee7772,neutral,0.979,0.0067,0.979,0.0143
8e164d8a029949a6,neutral,0.9906,0.004,0.9906,0.0053
4731dfc423059a47,neutral,0.9756,0.01,0.9756,0.0144
1930ba771238da47,neutral,0.989,0.0052,0.989,0.0058
946c992585a915e8,neutral,0.9878,0.0046,0.9878,0.0076
182b883ce948446d,neutral,0.9859,0.006,0.9859,0.0081
c13cd95f54b34683,neutral,0.9694,0.0127,0.9694,0.0179
55e98e1475a16f87,neutral,0.9571,0.0216,0.9571,0.0213
832889f5c938e8b9,neutral,0.9933,0.0027,0.9933,0.004
9e2fea73d4be0f3b,neutral,0.9931,0.0028,0.9931,0.0041
c0ef44dca9fcefaf,neutral,0.9888,0.0042,0.9888,0.007
880a89db358383e7,neutral,0.9912,0.0028,0.9912,0.006
86d232fada06e1fd,neutral,0.9904,0.0031,0.9904,0.0065
ce9c5bb604594264,neutral,0.9905,0.0031,0.9905,0.0064
5e97ca4de34b1345,neutral,0.995,0.0018,0.995,0.0032
edcc3fe8de2e4c57,neutral,0.9947,0.0021,0.9947,0.0032
6080247cc2ce9c7e,neutral,0.9685,0.0162,0.9685,0.0153
0952ccc0cce5c49b,neutral,0.9516,0.0281,0.9516,0.0203
350aafcc3b70fe4c,neutral,0.9901,0.004,0.9901,0.0059
785a0b1e0099b463,neutral,0.9915,0.0037,0.9915,0.0049
89f400d15fef7b96,neutral,0.9906,0.0044,0.9906,0.005
318c6b28fe0f4727,neutral,0.9904,0.0033,0.9904,0.0063
7431eec1febacf9c,neutral,0.9848,0.0083,0.9848,0.007
f4096440a51ed1c6,neutral,0.9865,0.0066,0.9865,0.0068
6a4b6edb80204226,neutral,0.9718,0.0165,0.9718,0.0117
9668818ead6dcb30,neutral,0.9779,0.0121,0.9779,0.0099
5904f911c96f9a18,neutral,0.9852,0.0089,0.9852,0.0059
e710bc66a163ed1d,neutral,0.985,0.0081,0.985,0.0069
173953495b1af414,neutral,0.9833,0.0108,0.9833,0.0058
623c5626bcfb86cd,neutral,0.9772,0.011,0.9772,0.0118
4e070c21c6fc54fc,neutral,0.9885,0.0052,0.9885,0.0063
908333e8c187f33a,neutral,0.9824,0.0071,0.9824,0.0105
fadb16226a71e433,neutral,0.9945,0.002,0.9945,0.0035
acda6b26269d87d8,neutral,0.9946,0.0019,0.9946,0.0035
9630fec600ec7900,neutral,0.9798,0.0079,0.9798,0.0123
cdc57bb2a135fa3f,neutral,0.99,0.0033,0.99,0.0067
9becadf1b8e0016e,neutral,0.9718,0.0133,0.9718,0.0149
b4f2b97b30be0830,neutral,0.9891,0.004,0.9891,0.0069
4c600522a7f04e3c,neutral,0.9845,0.0075,0.9845,0.008
acf874f6cc31e246,neutral,0.9879,0.0054,0.9879,0.0067
76bbf0cbc1344e17,neutral,0.9736,0.0139,0.9736,0.0125
1751d3ac79c77d47,neutral,0.9688,0.0183,0.9688,0.0129
b897189bee719c71,neutral,0.992,0.003,0.992,0.005
e84dd7677c0bdb0b,neutral,0.9915,0.0036,0.9915,0.0049
d7c4fc47b33ba688,neutral,0.9859,0.0083,0.9859,0.0058
4ed51b04577c7f41,neutral,0.9812,0.0121,0.9812,0.0067
a3f5da156594a42d,neutral,0.9898,0.0041,0.9898,0.0061
a61c50cad532b9ff,neutral,0.9869,0.0063,0.9869,0.0067
406ad8d2ec5ebd41,neutral,0.9873,0.0056,0.9873,0.0071
a6fbc9db3f354e3b,neutral,0.9823,0.0093,0.9823,0.0085
424d302a8caa63c4,neutral,0.9878,0.0051,0.9878,0.0071
3f5859ef151e30d3,neutral,0.9902,0.0036,0.9902,0.0062
6606f2c5e151b8ef,neutral,0.9825,0.0068,0.9825,0.0107
949dacfff3492c6b,neutral,0.9904,0.0032,0.9904,0.0064
f65b3cf074c34a3c,neutral,0.9714,0.0143,0.9714,0.0143
b51237e82502ae2f,neutral,0.9892,0.0041,0.9892,0.0067
ca82fe62a54aedd4,neutral,0.9906,0.0035,0.9906,0.0059
38a62e858b31813a,neutral,0.9879,0.0052,0.9879,0.0069
439512c04ed26245,neutral,0.9914,0.004,0.9914,0.0046
7c8f7ff56d7a4d6d,neutral,0.992,0.0033,0.992,0.0047
88ea8d2df88e3aa6,neutral,0.9548,0.0233,0.9548,0.0219
ddddc75ecf9cd0ca,neutral,0.9087,0.056,0.9087,0.0353
459c0c87d8f4b315,neutral,0.9881,0.0037,0.9881,0.0082
89db44ae27167f1e,neutral,0.9906,0.0027,0.9906,0.0067
fb455f757c097435,neutral,0.9946,0.0021,0.9946,0.0033
05b1a64503b23799,neutral,0.9949,0.0018,0.9949,0.0033
72ce44d255e71b3c,neutral,0.9071,0.0604,0.9071,0.0325
ae62beb8ea1417de,neutral,0.9555,0.0241,0.9555,0.0205
ee7166d5e8e3a4d3,neutral,0.9889,0.0056,0.9889,0.0055
33770a77489d6a0e,neutral,0.9903,0.0045,0.9903,0.0053
46bcdbe882792125,neutral,0.9912,0.0039,0.9912,0.0049
7e8c8a8aa58d48a8,neutral,0.9897,0.0049,0.9897,0.0054
6a4ab56478da1d0b,neutral,0.9928,0.0033,0.9928,0.0039
5cb18447bdabc9b6,neutral,0.9926,0.0035,0.9926,0.0039
a87ede02e323d328,neutral,0.993,0.0031,0.993,0.0039
a8ef400b299e1508,neutral,0.9924,0.0037,0.9924,0.0039
f44ce2c301bbf5fe,neutral,0.9862,0.0045,0.9862,0.0092
93d729a041efe3e6,neutral,0.9847,0.0058,0.9847,0.0096
dba9fb8e05019d76,neutral,0.9866,0.0053,0.9866,0.0081
01cb7ad209df291a,neutral,0.9781,0.011,0.9781,0.0109
a34a0aef7b650784,neutral,0.9836,0.0096,0.9836,0.0068
0061e26a2b1ecf87,neutral,0.9769,0.0149,0.9769,0.0082
4c33598c368ace7d,neutral,0.9884,0.0062,0.9884,0.0054
67f421f5b8042499,neutral,0.9848,0.0093,0.9848,0.0059
de4a7102835738e2,neutral,0.9835,0.0073,0.9835,0.0092
ac5eb9b9b35efa7a,neutral,0.9743,0.0133,0.9743,0.0124
441e552cbacb4521,neutral,0.985,0.0072,0.985,0.0078
32898ce9c9a46020,neutral,0.989,0.0048,0.989,0.0063
ffebd5653a41ebb0,neutral,0.9719,0.0199,0.9719,0.0082
a97bfaf740400c5d,neutral,0.9825,0.0109,0.9825,0.0066
428da3ca940a3f78,neutral,0.8062,0.0022,0.8062,0.1916
6e5dcc411f63d65c,neutral,0.9859,0.006,0.9859,0.0081
3bc0af63bed06e33,neutral,0.9848,0.0073,0.9848,0.0079
25c31c98a069b130,neutral,0.8417,0.0021,0.8417,0.1562
d858991f36626fc9,neutral,0.9779,0.0118,0.9779,0.0103
5e124b1ac9ded9bd,neutral,0.9897,0.0041,0.9897,0.0063
1e044b92d7cd534a,neutral,0.9949,0.0018,0.9949,0.0033
3dc7b400bddc39ca,neutral,0.9947,0.002,0.9947,0.0033
6ee939edfebd2aff,neutral,0.9863,0.0042,0.9863,0.0095
ff73c73848721fec,neutral,0.9819,0.0076,0.9819,0.0104
54e85ea0485757b3,neutral,0.9826,0.0066,0.9826,0.0107
1cac8d952e44f227,neutral,0.9815,0.0091,0.9815,0.0094
aa1af24cdcc7684e,neutral,0.9906,0.0037,0.9906,0.0057
aab9020077c7cbcc,neutral,0.9888,0.0053,0.9888,0.0059
04c9f27b1f934b25,neutral,0.988,0.0057,0.988,0.0062
b1bab13e27ce7d94,neutral,0.9817,0.0106,0.9817,0.0077
3963e706b8d34540,neutral,0.9852,0.008,0.9852,0.0068
10edbf8d53a9f156,neutral,0.9871,0.0065,0.9871,0.0064
4bfc8755a3144948,neutral,0.991,0.0044,0.991,0.0046
d7fd5f885e6dae22,neutral,0.987,0.0051,0.987,0.0079
d5410b7ef7bdd807,neutral,0.9849,0.0067,0.9849,0.0085
9ade238f26a3b0f4,neutral,0.9897,0.0057,0.9897,0.0046
1d5996a2cab6779b,neutral,0.9838,0.0061,0.9838,0.0101
fb38c4f7ae44e350,neutral,0.9721,0.0118,0.9721,0.016
8aadd63101ace37b,neutral,0.9872,0.0062,0.9872,0.0066
a962b26da0eb7223,neutral,0.9805,0.0104,0.9805,0.009
62bbadb059d80709,neutral,0.9916,0.0036,0.9916,0.0049
62ea24475eacd405,neutral,0.9913,0.004,0.9913,0.0048
bb88c75fca95ccb1,neutral,0.9872,0.0046,0.9872,0.0083
c9758521a6d4758a,neutral,0.9825,0.0069,0.9825,0.0106
6b7f8f313327619c,neutral,0.9768,0.0147,0.9768,0.0085
622c5a58ab9e1258,neutral,0.9809,0.0071,0.9809,0.0119
397a446028a68ec9,neutral,0.9911,0.0026,0.9911,0.0063
1e773402421ca019,neutral,0.9773,0.0109,0.9773,0.0118
5626784d4773bd2b,neutral,0.9922,0.0021,0.9922,0.0056
02a9e08caefff59a,neutral,0.9859,0.0053,0.9859,0.0088
9753cb6d5cbce83d,neutral,0.9836,0.0092,0.9836,0.0072
41250a92a448d0f5,neutral,0.966,0.0155,0.966,0.0185
2a4095ad3d9da0d2,neutral,0.9794,0.0124,0.9794,0.0082
496027c88b675f74,neutral,0.9715,0.019,0.9715,0.0095
f926dba75fea7e0d,neutral,0.9932,0.002,0.9932,0.0048
f2e4debc3156e901,neutral,0.9926,0.0025,0.9926,0.0049
b93fe59c90fbacb6,neutral,0.9849,0.0092,0.9849,0.0059
69eac3aec53428f5,neutral,0.9886,0.0053,0.9886,0.006
a1a65fc1f5edf0ea,neutral,0.9877,0.0066,0.9877,0.0057
5422619542c2a340,neutral,0.986,0.0075,0.986,0.0065
308759bf6696459e,neutral,0.9855,0.0057,0.9855,0.0088
75a3e3a9cb3a381d,neutral,0.9817,0.0084,0.9817,0.0098
6855b82336851f69,neutral,0.9919,0.0029,0.9919,0.0053
7321711370f70f7b,neutral,0.9908,0.0038,0.9908,0.0054
5d5d8c6227789f55,neutral,0.9888,0.005,0.9888,0.0062
5193f435558258cc,neutral,0.9856,0.0069,0.9856,0.0076
cc979d2f028e2fd9,neutral,0.9949,0.0018,0.9949,0.0033
b34b41269c8f45f4,neutral,0.9947,0.002,0.9947,0.0032
ed6d407be5623abd,neutral,0.9925,0.0027,0.9925,0.0048
0e8893f88b39fd24,neutral,0.9925,0.0025,0.9925,0.005
9f8677cfa78cc090,neutral,0.9798,0.0123,0.9798,0.0079
396d841b10f807c7,neutral,0.9864,0.0068,0.9864,0.0067
896fed62b9a5b455,neutral,0.9724,0.0124,0.9724,0.0153
46e8d8aa8dade61b,neutral,0.9891,0.0048,0.9891,0.0061
58f87b1225faa210,neutral,0.9855,0.008,0.9855,0.0066
60b505d45e75e3ce,neutral,0.9866,0.0067,0.9866,0.0067
149ce4daf0b52811,neutral,0.9796,0.0118,0.9796,0.0086
10a05a9d66339bf4,neutral,0.9838,0.009,0.9838,0.0072
ee8b0eb7aa0646b4,neutral,0.9931,0.0027,0.9931,0.0042
66bbf847e37edfc3,neutral,0.9933,0.0024,0.9933,0.0043
6acaeab5fe0da4ca,neutral,0.9878,0.0055,0.9878,0.0067
32a9cce1065ee4fd,neutral,0.9542,0.024,0.9542,0.0218
88b68b606dfec696,neutral,0.9841,0.0083,0.9841,0.0076
1312b823a941f26f,neutral,0.9858,0.0073,0.9858,0.0069
b80b369a8b4662e4,neutral,0.985,0.0073,0.985,0.0077
5c2740f47ed3a9cd,neutral,0.9836,0.0077,0.9836,0.0087
fb3e09ab33369498,neutral,0.9922,0.0031,0.9922,0.0047
7180334b95e26bfe,neutral,0.9912,0.0039,0.9912,0.0049
add050f6c8f0adb1,neutral,0.9863,0.0053,0.9863,0.0084
96d9305999bf7eb7,neutral,0.9836,0.0079,0.9836,0.0085
5a0123dc4ece6600,neutral,0.9826,0.0097,0.9826,0.0077
98ffee5085a2351e,neutral,0.9791,0.0131,0.9791,0.0078
44d4cbd637afd659,neutral,0.9892,0.0063,0.9892,0.0045
08d07fb561fa4d5b,neutral,0.9857,0.0091,0.9857,0.0052
dc0df57f9fbb22b2,neutral,0.9926,0.0027,0.9926,0.0047
b5fb89f0772ad523,neutral,0.9917,0.0032,0.9917,0.005
0443504c39c3e03e,neutral,0.9914,0.0035,0.9914,0.0051
3b64355c86732436,neutral,0.9902,0.0045,0.9902,0.0053
835cd6cda0f8286d,neutral,0.992,0.0022,0.992,0.0057
b98626b5530979a4,neutral,0.9923,0.0018,0.9923,0.0059
1a31dab588da642f,neutral,0.9841,0.0088,0.9841,0.0071
cb510f5347c6bab4,neutral,0.9865,0.0067,0.9865,0.0068
c5528fda18d2fb42,neutral,0.9857,0.008,0.9857,0.0064
3db8663a20853e66,neutral,0.99,0.0034,0.99,0.0066
d1c0cb2ecd66b89c,neutral,0.9894,0.0037,0.9894,0.0069
b92892f4b07547a6,neutral,0.9878,0.006,0.9878,0.0062
4d50f576d39161be,neutral,0.989,0.0053,0.989,0.0057
3f2b490ac70e0276,neutral,0.9912,0.0038,0.9912,0.005
ae998ffe11ba6541,neutral,0.9802,0.0089,0.9802,0.0109
605f10e7ec538f05,neutral,0.9732,0.0133,0.9732,0.0134
9e98e889cec4177f,neutral,0.989,0.0039,0.989,0.0071
90f4da90d76d1499,neutral,0.9871,0.0054,0.9871,0.0074
30a8816668194c4d,neutral,0.9881,0.003,0.9881,0.0089
cd8e835c19498984,neutral,0.9833,0.005,0.9833,0.0117
f14c154a7ab5f334,neutral,0.9871,0.0037,0.9871,0.0092
410c3b38f2caaa1e,neutral,0.9885,0.0031,0.9885,0.0085
0c777dcbb0bcdc01,neutral,0.9861,0.0037,0.9861,0.0103
c70f980042b2fff7,neutral,0.9873,0.0038,0.9873,0.0089
0d6c6f709708e2b0,neutral,0.9897,0.0039,0.9897,0.0064
3b69f81fc87ac9ad,neutral,0.9755,0.0124,0.9755,0.0122
e45c9e4818fc13dc,neutral,0.9879,0.0055,0.9879,0.0066
60dba202e14ab0ec,neutral,0.9808,0.0082,0.9808,0.0109
dc9b192cbbaf7a2b,neutral,0.9844,0.0086,0.9844,0.007
ea72e00aaf1744f7,neutral,0.9885,0.0053,0.9885,0.0063
56118f685a8810d4,neutral,0.9946,0.0021,0.9946,0.0033
c722c11c7649645f,neutral,0.9949,0.0018,0.9949,0.0032
529f54fd8640ee47,neutral,0.99,0.0049,0.99,0.0051
0f8bc1ffd1b646d5,neutral,0.99,0.0045,0.99,0.0056
0d56a43607dc7061,neutral,0.9902,0.0042,0.9902,0.0055
84b82bdf275e21ee,neutral,0.9913,0.0031,0.9913,0.0056
90edd2c95301d412,neutral,0.975,0.013,0.975,0.012
3d9ffe7232dd89c1,neutral,0.985,0.0063,0.985,0.0087
b5b5538a2f9881ca,neutral,0.9878,0.0043,0.9878,0.0079
1b17eb940fd3c209,neutral,0.9903,0.0042,0.9903,0.0055
8c7818efb4465f68,neutral,0.9874,0.0064,0.9874,0.0062
1dda6968a5e46385,neutral,0.9906,0.0029,0.9906,0.0065
c74078e5d8aa2056,neutral,0.9878,0.0051,0.9878,0.0071
77bf80f06b6ae3ef,neutral,0.9889,0.0041,0.9889,0.0069
876c65d7467d0d8b,neutral,0.987,0.0061,0.987,0.0068
ad2f55e8095d05cb,neutral,0.9844,0.0084,0.9844,0.0072
759c0383860e23e4,neutral,0.9766,0.0146,0.9766,0.0088
0130e9478b6332ae,neutral,0.9648,0.0246,0.9648,0.0105
b8addc14d1daab76,neutral,0.98,0.0118,0.98,0.0083
aa88f7d6e26b5350,neutral,0.9773,0.0105,0.9773,0.0121
d38aa35cf2b163fc,neutral,0.9566,0.024,0.9566,0.0194
09af76176a3c6c58,neutral,0.9838,0.0083,0.9838,0.0078
8d006a75e074d469,neutral,0.9934,0.002,0.9934,0.0046
00af798cced5e849,neutral,0.9939,0.0018,0.9939,0.0044
6373a822b9d276a0,neutral,0.994,0.0017,0.994,0.0043
209ee09cb76e9a98,neutral,0.9939,0.0019,0.9939,0.0042
7b71dd5c85fc62bb,neutral,0.9941,0.0015,0.9941,0.0044
79d041be0936093f,neutral,0.9939,0.0019,0.9939,0.0042
153d2b347cc57a7b,neutral,0.9941,0.0017,0.9941,0.0042
2f790c2ae5172b31,neutral,0.9935,0.0018,0.9935,0.0047
cb7125da192c3dcb,neutral,0.9896,0.0048,0.9896,0.0055
